freq,angle,length,velocity,displacement,freq_X_angle,freq_X_length,freq_X_velocity,freq_X_displacement,angle_X_length,angle_X_velocity,angle_X_displacement,length_X_velocity,length_X_displacement,velocity_X_displacement
-0.4080414684499183,-1.1460214985919537,1.7987005881302578,0.29790785680309256,-0.631857214299664,-0.7012508923184909,0.15749162486733573,-0.33278321283657936,-0.4735126652303601,-1.191333302427588,-1.0234039397288128,-0.6530355428238308,1.8420714420276738,-0.25005722308720385,-0.5778535981372043
-0.28116098618157087,-0.4701321099895853,1.7987005881302578,1.3124984142040947,-0.46859624446144205,-0.31410373524709245,0.36040467722986,-0.05546918881514611,-0.3314917982695814,1.0542642021404423,-0.19034401886577998,-0.5561085266193533,2.732215169186457,0.17295609565970654,-0.29815682798344584
-0.4080414684499183,0.07057940089230935,0.1694637556916606,-0.7231041598219666,-0.15574858589296178,-0.14375898613567717,-0.24833447985771276,-0.4639146026340749,-0.2113210685769842,0.8297044516836392,-0.19057769626293647,-0.3343711799036433,-0.16920267566653746,0.08786656425311154,-0.29091540479594724
1.0828041982031635,0.07057940089230935,0.1694637556916606,-0.7231041598219666,-0.15574858589296178,1.4938734882763383,0.9437797027721171,0.4954475934787346,0.9070980615481102,0.8297044516836392,-0.19057769626293647,-0.3343711799036433,-0.16920267566653746,0.08786656425311154,-0.29091540479594724
3.0494516733625483,-1.1460214985919537,-1.188233604673837,-0.7231041598219666,-0.8145418685238424,-0.7012508923184909,-0.1257411773886877,1.7609892138828664,-0.45188029019957393,-1.191333302427588,-1.0234039397288128,-0.6530355428238308,-1.098783150231089,-0.8007840789046741,-0.7760186553669881
-0.8362630961055907,2.6051646081511906,-1.188233604673837,-0.7231041598219666,0.8945026658929339,-0.43266755210020824,-0.6435921964388798,-0.7394760844962649,-0.44219876957307014,-0.1527444565648742,1.5444769776243057,1.8220776855633831,-1.098783150231089,-0.43176926318443454,0.4824384067715312
-0.5190618904347223,1.4561526475271642,-0.9166941326007375,0.29790785680309256,1.220709782280606,0.23032195438456154,-0.5484767031439466,-0.43291007002275667,0.2975888876155792,0.24959176300356467,1.4731469521422749,1.385523874689771,-0.7635707972820538,0.08514915573871988,1.3340092878277257
-0.661802432986613,0.4592157993386711,-1.188233604673837,-1.230399438522468,-0.4962733179352181,-0.33346109310066235,-0.6203417425223405,-0.6597869616083214,-0.49545325758176745,-0.7468921296484987,-0.14375458780769665,-0.4396656877010914,-1.1358724721960383,-0.7320639208398124,-0.5932006159323568
0.35324142516016604,0.7464687894946775,-0.9166941326007375,1.3124984142040947,0.2229709029733233,1.4667731872813403,-0.3159721639785542,0.6795676109145263,0.8811857948320942,-0.14338780029584078,1.309163838687679,0.11419761801099561,-0.6152135094222567,-0.34571197312020663,0.6187257498868156
-0.7157266379506607,-0.4701321099895853,1.7987005881302578,1.3124984142040947,-0.46859624446144205,-0.5792995378410004,-0.3345725271117856,-0.5589693966299717,-0.5099806711146425,1.0542642021404423,-0.19034401886577998,-0.5561085266193533,2.732215169186457,0.17295609565970654,-0.29815682798344584
-0.28116098618157087,-0.4701321099895853,1.7987005881302578,-0.7231041598219666,-0.406344121541788,-0.31410373524709245,0.36040467722986,-0.382266756156389,-0.2886392260583094,1.0542642021404423,-0.5607226933588815,-0.5401680551041302,0.9462938938109244,0.3342529269928646,-0.47544173821023156
2.256448659185377,-0.8080768042907696,0.984082171910959,1.3124984142040947,-0.6242908091709665,0.2666170003600052,3.1504591472145687,2.884678010103544,0.17490067465328676,-0.3492342382145767,-0.6068739792972964,-0.6245058510914404,1.7279865656038425,-0.37479415520344345,-0.5045773243600797
1.6220462478436402,-1.1460214985919537,1.7987005881302578,0.29790785680309256,-0.631857214299664,-0.7012508923184909,3.404100462667724,1.4981078899963778,0.0006746572626477797,-1.191333302427588,-1.0234039397288128,-0.6530355428238308,1.8420714420276738,-0.25005722308720385,-0.5778535981372043
-0.7569627946878735,2.6051646081511906,-1.188233604673837,-0.7231041598219666,0.8945026658929339,-0.16408421188192557,-0.6330238082949984,-0.6884461804477112,-0.2923380432925281,-0.1527444565648742,1.5444769776243057,1.8220776855633831,-1.098783150231089,-0.43176926318443454,0.4824384067715312
